"ID","EXPLANATION","POOLID","QUESTION","EXPLANATION_GRAPHIC","HINT","HINT_GRAPHIC","QUESTION_GRAPHIC","STATUS","TYPE","TITLE","GRAPHIC","NEXT_QUESTION","LESSONID","IS_ENGLISH","QUESTION_GRAPHICID","HINT_GRAPHICID","EXPLANATION_GRAPHICID"
"1605003523000","<p>Microsoft Word 2019 ist eine Anwendung.</p><p><span style=""color: #008000;""><strong>Anwendungen</strong> <span style=""color: #000000;"">dienen zur Bearbeitung von Aufgaben des Benutzers</span>. <strong>Betriebssysteme</strong> </span>dienen der Verwaltung des Computers.</p>","1","Was ist kein Betriebssystem?",,"",,,"0","1","22 Betriebssystem",,,"1605025931000","FALSE",,,
"1605006539000","<p>Der <span style=""color: #008000;""><strong>Backslash \</strong></span> wurde als Trennzeichen in Pfadangaben eingef&#252;hrt, da er in Texten kaum verwendet wird.</p>","1","Wie nennt man dieses Zeichen \ ?","cg-backslash (copy 1).jpg","<p>Unter dem Betriebssystem Windows ist der <span style=""color: #008000;""><strong>Backslash</strong> </span>das Trennzeichen von Verzeichnissen in einer Pfadangabe.</p>","cg-backslash.jpg",,"0","1","26 Backslash",,,"1605025931000","FALSE",,"514","515"
"1605007555000","<p><span style=""color: #008000;""><strong>So beendet man eine nicht mehr funktionierende Anwendung:</strong></span></p><ul><li><span style=""color: #008000;""><strong>Taskmanager</strong> </span>aufrufen mit StRG+Umschalt+ESC</li><li>Anwendung markieren</li><li>Schaltfl&#228;che <strong><span style=""color: #008000;"">Task beenden</span></strong> anklicken</li><li>Warnhinweis best&#228;tigen</li></ul>","1","Eine Anwendung reagiert nicht mehr. Wie kann man diese trotzdem beenden?","cg-taskmanager-beenden (copy 3).JPG","<p>Gelegentlich lässt sich eine Anwendung nicht mehr auf dem vorgesehenen Weg schließen.</p><p><strong style=""color: rgb(0, 128, 0);"">So beendet man eine nicht mehr funktionierende Anwendung:</strong></p><ul><li><strong style=""color: rgb(0, 128, 0);"">Task-Manager</strong><span style=""color: rgb(0, 128, 0);""> </span>aufrufen:</li><li class=""ql-indent-1"">Rechtsklick auf die Taskleiste - Task-Manager</li><li class=""ql-indent-1"">mit StRG+Umschalt+ESC</li><li>Anwendung markieren</li><li>Schaltfläche <strong style=""color: rgb(0, 128, 0);"">Task beenden</strong> anklicken</li><li>Warnhinweis bestätigen</li></ul>","cg-taskmanager-beenden (copy 2).JPG",,"0","1","24 Taskmanager Task beenden",,,"1605025931000","FALSE",,"510","511"
"1605007583000","<p><span style=""color: rgb(128, 128, 128);"">Bild: In den </span><strong style=""color: rgb(128, 128, 128);"">Eigenschaften der Verknüpfung</strong><span style=""color: rgb(128, 128, 128);""> findet man den Speicherort des verknüpften Objekts.</span></p><p><strong style=""color: rgb(0, 128, 0);"">Eine Verknüpfung ermöglicht einen Zugriff auf Dateien, Ordner oder Programme.</strong></p>","1","Wozu dient eine Verknüpfung? Welche Aussagen sind richtig?","cg_verknuepfung_ziel.jpg","<p><span style=""color: rgb(128, 128, 128);"">Bild: Verknüpfung zu einem </span><strong style=""color: rgb(0, 0, 0);"">Ordner</strong><span style=""color: rgb(128, 128, 128);"">, zum </span><strong style=""color: rgb(0, 0, 0);"">Programm </strong><span style=""color: rgb(128, 128, 128);"">Excel und zur </span><strong style=""color: rgb(0, 0, 0);"">Datei</strong><span style=""color: rgb(0, 0, 0);""> </span><span style=""color: rgb(128, 128, 128);"">Protokoll</span></p><p><span style=""color: rgb(51, 51, 51);"">Verknüpfungen erkennt man am </span><strong style=""color: rgb(0, 128, 0);"">Verknüpfungspfeil</strong><span style=""color: rgb(0, 128, 0);""> </span><span style=""color: rgb(0, 0, 0);"">und sie können einfach mit der rechten Maustaste auf die Datei und ""Verknüpfung erstellen"" angelegt werden.</span></p><p><span style=""color: rgb(51, 51, 51);"">Eine Verknüpfung ist eine Verbindung zu einer Datei, einem Ordner oder einem Programm auf dem Computer.</span></p><p>Über eine Verknüpfung kann man Ordner, Dateien oder Programme von einem anderen Speicherort (z. B. Desktop) aus öffnen.</p>","cg_verknuepfungen.jpg",,"0","0","23 Verknüpfung",,,"1605025931000","FALSE",,"508","509"
"1605007589000","<p>Zus&#228;tzlich kann man &#252;berpr&#252;fen, ob der Drucker Fehlermeldungen auf seinem Display anzeigt oder diese mit LEDs signalisiert.</p><p>Die installierten Drucker findet man in den Windows-Einstellungen in der Rubrik Ger&#228;te.</p>","1","Ein Dokument wird nicht ausgedruckt. Was kann man sinnvollerweise sofort überprüfen?",,"<p>Bild: Fehlermeldungen von Drucker</p><p>Die installierten Drucker findet man in den Windows-Einstellungen in der Rubrik Ger&#228;te.</p>",,"cg-drucker-fehler.JPG","0","0","38 Druckerstörung",,,"1605025931000","FALSE","512",,
"1605007595000","<p>Ein <strong style=""color: rgb(0, 128, 0);"">Backup</strong><span style=""color: rgb(0, 128, 0);""> </span>kann</p><ul><li>über das Netzwerk auf einem Backup-Server,</li><li>direkt auf einer externen Festplatten oder z. B.</li><li>auf einem USB-Speicherstick</li></ul><p>erstellt werden.</p>","1","Wie wird eine Sicherungskopie noch genannt?","cg_backup.jpg","<p>Ein <strong style=""color: rgb(0, 128, 0);"">Backup</strong><span style=""color: rgb(0, 128, 0);""> </span>kann auf einem Backup-Server, einer externen Festplatte oder auch auf einem USB-Speicherstick erstellt werden.</p>","cg_backup.jpg",,"0","0","25 Backup",,,"1605025931000","FALSE",,"513","513"
"1605007602000","<p>Sofort nach dem Einschalten überprüft der Computer den Arbeitsspeicher und andere Hardwarekomponenten wie z. B. Festplatten.</p><p>Danach wird nach einem Betriebssystem gesucht und dieses dann geladen.</p>","1","Was geschieht immer beim Einschalten eines Computers?","cg_pcstart.jpg","<p>Die Hardware wird &#252;berpr&#252;ft und anschlie&#223;end das Betriebssystem geladen.</p>","cg_pcstart.jpg",,"0","1","27 Computerstart",,,"1605025931000","FALSE",,"516","516"
"1605007764000",,"1","Wie nennt man so eine Darstellung? C:\Eigene Dateien\Rechnungen\Jahr 2019\Ausgaben\","cg_pfad.jpg","<p><span style=""color: rgb(128, 128, 128);"">Bild: Pfad zum Ordner </span><strong style=""color: rgb(128, 128, 128);"">Beispielbilder</strong></p><p><span style=""color: rgb(128, 128, 128);"">C:\Dokumente und Einstellungen\All Users\Dokumente\Eigene Bilder\Beispielbilder</span></p><p>Ein <strong style=""color: rgb(0, 128, 0);"">Pfad</strong><span style=""color: rgb(0, 128, 0);""> </span>beschreibt die Position eines Ordners oder einer Datei im Verzeichnisbaum.</p><p>Ein Pfadname besteht aus einer:</p><ul><li><strong style=""color: rgb(0, 128, 0);"">Datenträgerbezeichnung</strong><span style=""color: rgb(0, 128, 0);""> </span><span style=""color: rgb(0, 0, 0);"">(z. B.</span><span style=""color: rgb(0, 128, 0);""> </span><strong style=""color: rgb(0, 128, 0);"">C:</strong><span style=""color: rgb(0, 0, 0);"">) </span>und einer</li><li>Liste von <strong style=""color: rgb(0, 128, 0);"">Verzeichnisnamen.</strong></li></ul><p><span style=""color: rgb(0, 0, 0);"">Die Einträge im Pfad werden durch je einen </span><strong style=""color: rgb(0, 128, 0);"">Backslash \</strong><span style=""color: rgb(0, 128, 0);""> </span><span style=""color: rgb(0, 0, 0);"">getrennt.</span></p>","cg_pfad.jpg",,"0","1","29 Pfad",,,"1605025931000","FALSE",,"519","519"
"1605017881000","<p>Die Laufwerksbezeichnungen A: und B: sind aus historischen Gr&#252;nden f&#252;r Diskettenlaufwerke reserviert.</p><p>Festplatten beginnen mit <strong><span style=""color: #008000;"">C:</span></strong>, weitere Platten und optische Laufwerke k&#246;nnen die Bezeichnung <span style=""color: #008000;""><strong>D:</strong>, <strong>E:</strong></span> etc. haben.</p>","1","Welche Bezeichnung hat die Festplatte im Normalfall?","cg-laufwerke (copy 1).JPG","<p>Festplatten werden mit <strong style=""color: rgb(0, 128, 0);"">Buchstaben</strong><span style=""color: rgb(0, 128, 0);""> und einem anschließenden </span><strong style=""color: rgb(0, 128, 0);"">Doppelpunkt</strong><span style=""color: rgb(0, 128, 0);""> </span>bezeichnet:</p><p>Festplatten beginnen mit <strong style=""color: rgb(0, 128, 0);"">C:</strong>, weitere Platten können die Bezeichnung <strong style=""color: rgb(0, 128, 0);"">D:</strong><span style=""color: rgb(0, 128, 0);"">, </span><strong style=""color: rgb(0, 128, 0);"">E:</strong> etc. haben.</p><p>Bild: Übersicht <strong>Dieser PC</strong> in der Ansicht <strong>Große Symbole </strong></p>","cg-laufwerke.JPG",,"0","1","28 Festplatte C",,,"1605025931000","FALSE",,"517","518"
"1605017888000","<p>In der Detailansicht erkennt man die Verkn&#252;pfungen am Typ.</p>","1","Welche Icons stellen eine Verknüpfung dar?","cg_verknuepfung_detail-2.jpg","<p>Verkn&#252;pfungen erkennt man am <span style=""color: #008000;""><strong>Verkn&#252;pfungspfeil</strong></span></p>","cg_verknuepfung-4.jpg","cg_verknuepfung-2.jpg","0","0","30 Verknüpfungen",,,"1605025931000","FALSE","521","522","520"
"1605018816000","<p>Zu einer Dateinamenerweiterung kann es mehrere passende Programme geben, jedoch nur ein Standardprogramm, das sich mit Doppelklick öffnet.</p><p>Wurde eine Dateinamenerweiterung irrtümlich gelöscht oder geändert, kann sie durch das Umbenennen der Datei wieder herstellt werden.</p><p>In Windows werden die Dateinamenerweiterungen&nbsp;ausgeblendet. Man kann sie aber sichtbar machen:</p><p>Windows Explorer: Ansicht - Optionen - Ordneroptionen - Ansicht: Hakerl entfernen bei <strong>Erweiterungen bei bekannten Dateitypen</strong> <strong>ausblenden</strong></p><p>&nbsp;</p>","1","Was passiert, wenn man die Dateinamenerweiterung ändert oder löscht?",,"<p>Das Betriebssystem Windows erkennt an der Dateinamenerweiterung, welche Art von Informationen eine Datei enthält und mit welchem Programm die Datei geöffnet werden soll.</p><p>So werden z. B. DOCX-Dateien dem Programm Word zugeordnet.</p><p>Löscht man die Erweiterung, so kann die Datei nicht mehr mit dem richtigen Programm geöffnet werden - <strong style=""color: rgb(0, 128, 0);"">die Zuordnung zum Programm geht verloren.</strong></p><p><strong style=""color: rgb(0, 128, 0);"">Einige Dateiendungen:</strong></p><p><strong style=""color: rgb(0, 128, 0);"">txt:</strong><span style=""color: rgb(0, 128, 0);""> </span><span style=""color: rgb(0, 0, 0);"">In Dateien mit dieser Endung wird nur Text gepeichert.</span></p><p><strong style=""color: rgb(0, 128, 0);"">rtf:</strong><span style=""color: rgb(0, 128, 0);""> </span><span style=""color: rgb(0, 0, 0);"">Ein von Microsoft eingeführtes Format.</span></p><p><strong style=""color: rgb(0, 128, 0);"">pdf:</strong><span style=""color: rgb(0, 128, 0);""> </span><span style=""color: rgb(0, 0, 0);"">Sehr häufig verwendetes Format. Dokomente können in diesem Format gespeichert und leicht zur Verfügung gestellt werden.</span></p><p><strong style=""color: rgb(0, 128, 0);"">jpg:</strong><span style=""color: rgb(0, 128, 0);""> </span><span style=""color: rgb(0, 0, 0);"">Komprimierte Bilddatei. Digitalkameras erzeugen hauptsächlich diese Bilddateien.</span></p><p><strong style=""color: rgb(0, 128, 0);"">zip:</strong><span style=""color: rgb(0, 128, 0);""> </span><span style=""color: rgb(0, 0, 0);"">Zip-Dateien können Ordner und Dateien beinhalten. Die Dateien benötigen geringeren Speicherplatz als im Original.</span></p><p>&nbsp;</p>",,,"0","1","31 Erweiterung löschen",,,"1605025931000","FALSE",,,
"1605020394000","","1","Welche Aufgaben können mithilfe des Windows Explorers durchgeführt werden?",,"<p><span class=""aCOpRe"">Der Windows-Explorer ist der Dateimanager des Betriebssystems.<br /></span></p><p>Mit dem <span class=""aCOpRe"">Windows-Explorer</span> k&#246;nnen folgende Aufgaben erledigt werden:</p><p><span style=""color: #008000;""><strong>Anlegen, Speichern, Verschieben, Kopieren</strong> <span style=""color: #333333;"">und</span> <strong>L&#246;schen</strong> von <strong>Dateien</strong> <span style=""color: #333333;"">und</span> <strong>Ordnern</strong></span></p>",,,"0","0","32 Betriebssystem",,,"1605025931000","FALSE",,,
"1605020585000","","1","Mit welcher Taste ruft man die Hilfe auf?",,"<p>In fast allen Programmen erreicht man die Hilfefunktion &#252;ber die Taste <span style=""color: #008000;""><strong>F1</strong></span>.</p>",,,"0","1","34 Hilfetaste",,,"1605025931000","FALSE",,,
"1605020600000",,"1","Mit welcher Tastenkombination kann man in die Zwischenablage kopieren?",,"<p><span style=""color: #008000;""><strong>N&#252;tzliche Tastenkombinationen:</strong></span></p><ul><li><strong>Strg+c</strong>&#160;&#160; Kopieren in die Zwischenablage</li><li><strong>Strg+x</strong>&#160;&#160; Ausschneiden (Merke: <strong>X</strong> f&#252;r Schere) und in Zwischenablage einf&#252;gen</li><li><strong>Strg+v</strong>&#160;&#160; Einf&#252;gen aus der Zwischenablage</li></ul>",,,"0","1","33 Datei kopieren",,,"1605025931000","FALSE",,,
"1605020639000","<p>Screenshot des <span style=""color: #008000;""><strong>gesamten</strong> <span style=""color: #000000;"">Bildschirminhalts: </span></span>Taste <span style=""color: #008000;""><strong>Druck</strong></span></p><p><span style=""color: #333333;""><span style=""color: #000000;"">Screenshot des <span style=""color: #008000;""><strong>aktiven</strong> </span>Fensters:</span><strong><span style=""color: #008000;""> <strong>Alt+Druck</strong> </span><br /></strong></span></p>","1","Auf welche Taste muss man drücken, um einen Screenshot des gesamten Monitors zu machen?",,"<p>Den gesamten Bildschirm kopiert man mit der Taste <span style=""color: #008000;""><strong>Druck</strong> </span>in die Zwischenablage.</p>",,,"0","1","35 Screenshot Monitor",,,"1605025931000","FALSE",,,
"1605020786000","<p>Screenshot des aktiven Fensters: <span style=""color: #008000;""><strong>Alt+Druck</strong>&#160;</span></p><p>Screenshot des <span style=""color: #008000;""><strong>gesamten</strong> <span style=""color: #000000;"">Bildschirminhalts: </span></span>Taste <span style=""color: #008000;""><strong>Druck</strong></span></p>","1","Auf welche Tasten muss man drücken, um einen Screenshot des aktiven Fensters zu machen?",,"<p>Das aktive Fenster kopiert man mit der Tastenkombination <span style=""color: #008000;""><strong>Alt+Druck</strong> </span>in die Zwischenablage.</p>",,,"0","1","36 Screenshot Fenster",,,"1605025931000","FALSE",,,
"1605020807000","<p><span style=""color: #008000;""><strong>Speichermedien f&#252;r Backups:</strong></span></p><ul><li>externe Festplatten</li><li>Netzwerk-Festplatte (NAS)</li><li>beschreibbare DVDs (f&#252;r kleine Datenmengen)</li><li>USB-Sticks (f&#252;r kleine Datenmengen)</li></ul>","1","Auf welche Speichermedien können Sicherungskopien von Daten erstellt werden?",,"<p><span style=""color: #008000;""><strong>Speichermedien f&#252;r Backups:</strong></span></p><ul><li>externe Festplatten</li><li>Netzwerk-Festplatte (NAS)</li><li>beschreibbare DVDs</li><li>USB-Sticks</li></ul>","cg_backup_medien.jpg",,"0","0","37 Backup Medien",,,"1605025931000","FALSE",,"523",
"1605020817000","","1","Was benötigt man zur Anmeldung in einem Computernetzwerk?",,"<p>Man ben&#246;tigt <span style=""color: #008000;""><strong>Benutzername</strong> <span style=""color: #000000;"">und</span> <strong>Kennwort</strong> </span>zur Authentifizierung.</p>","cg_anmeldung_markiert.jpg",,"0","1","39 Anmeldung",,,"1605025931000","FALSE",,"468",
"1605020841000",,"1","Wie kann man nebeneinanderliegende Dateien schnell markieren?","cg_explorer-nebeneinander-markiert.jpg","<p>So markiert man nebeneinanderliegende Dateien:</p><ul><li>Erste Datei anklicken</li><li><strong style=""color: rgb(0, 128, 0);"">Umschalt-Taste</strong> gedrückt halten</li><li>Letzte Datei anklicken</li></ul>","cg_explorer-nebeneinander-markiert.jpg","cg_explorer-nebeneinander-markiert.jpg","0","1","40 Markieren",,,"1605025931000","FALSE","524","524","524"
"1605020860000","<p>Statt die Dateien mit der Maus anzuklicken, kann man auch die <span style=""color: #008000;""><strong>Leertaste</strong> </span>verwenden.</p>","1","Wie kann man nicht nebeneinanderliegende Dateien schnell markieren?",,"<p>Mit <span style=""color: #008000;""><strong>gedr&#252;ckter Strg-Taste</strong></span> die Dateien anklicken!</p><p>&#160;</p>",,"cg_explorer-verschiedene-markiert.jpg","0","1","41 Markieren",,,"1605025931000","FALSE","525",,
"1605020869000",,"1","Peter hat ein Spiel auf dem Computer installiert. Was muss er tun, damit dieses Programm entfernt wird?","cg_deinstallieren.jpg","<p>Bei der <strong style=""color: rgb(0, 128, 0);"">Deinstallation eines Programms</strong> werden die Dateien der Anwendung entfernt und - sofern nötig - Einträge in der Systemkonfiguration zurückgesetzt.</p>","cg_deinstallieren.jpg",,"0","1","42 Deinstallation",,,"1605025931000","FALSE",,"526","526"
"1605023031000","<p><span style=""color: #808080;"">Bild: Icons der Datenbankprogramme<strong> Microsoft Access</strong> und <strong>LibreOffice Base</strong></span></p><p>Die drei &#252;bereinandergelegten Scheiben symbolisieren den Plattenstapel eines Festplattenspeichers.</p>","1","Welches Symbol gehört zum Datenbankprogramm Microsoft Access?","cg_datenbank_icons.jpg","<p><span style=""color: #808080;"">Bild: Icons der Datenbankprogramme <strong>Microsoft Access</strong> und <strong>LibreOffice Base</strong></span></p><p>Die drei &#252;bereinandergelegten Scheiben symbolisieren den Plattenstapel eines Festplattenspeichers.</p>","cg_datenbank_icons.jpg","cg_office_icons.jpg","0","1","43 Icon Access",,,"1605025931000","FALSE","528","527","527"
"1605023057000","<p>Der Begriff Multimedia bezeichnet Inhalte und Werke, die aus mehreren digitalen Medien bestehen: Text, Fotografie, Grafik, Animation, Audio und Video.</p><p>Gerade beim Lernen ist es von Vorteil, wenn Informationen auf verschiedenen Kanälen präsentiert werden, z. B. ein Bild und ein Audio-Beitrag.</p><p>Der interaktive Aspekt von Multimedia ermöglicht dem/der Betrachter*in eine erfahrungsorientierte Aufnahme von Inhalten. Diese Vorteile werden insbesondere durch Lernprogramme (E-Learning) erschlossen.</p>","1","Welche der folgenden Dateien sind keine Video- oder Audiodateien?",,"<p><span style=""color: #008000;""><strong>H&#228;ufig verwendete Dateinamenerweiterungen</strong></span></p><p><span style=""color: #008000;""><strong>f&#252;r Videodateien:</strong></span></p><ul><li>mpeg, mpg</li><li>avi</li><li>mp4</li><li>mov</li><li>wmv</li></ul><p><span style=""color: #008000;""><strong>f&#252;r Audio<span style=""color: #008000;""><strong>dateien</strong></span>:</strong></span></p><ul><li>mp3</li><li>wav (unkomprimiert)</li></ul><p>&#160;</p>",,,"0","1","44 keine Video- oder Audiodatei",,,"1605025931000","FALSE",,,
"1605023133000","<p>Die Officeversionen von Microsoft verwenden ein <span style=""color: #008000;""><strong>Men&#252;band</strong></span>.</p>","1","Wie nennt man dieses Element?","cg_menueband.jpg","<p>&#220;ber die <span style=""color: #008000;""><strong>Men&#252;leiste</strong> </span>erreicht man durch Anklicken alle verf&#252;gbaren Befehle des Programms.</p>","cg_menueleiste.jpg","cg_menueleiste.jpg","0","1","45 Menüleiste",,,"1605025931000","FALSE","529","529","530"
"1605023245000","<p><strong>Windows 10 - Sprachausgabe aktivieren</strong></p><p>Name des Screenreaders in Windows 10: Sprachausgabe</p><p>Angezeigte Texte und Buttons auf dem Bildschirm kann man sich mit der Sprachausgabe von Windows 10 vorlesen lassen.</p><p>Mit der Tastenkombination Windows-Logo-Taste +STRG+N wird die Sprachausgabe gestartet und beendet.</p><p>Ein Online-Benutzerhandbuch wird sofort bei dem Starten der Sprachausgabe angeboten.</p>","1","Was kann man mit einem Screenreader-Programm machen?",,"<p><strong>Windows 10 - Sprachausgabe aktivieren</strong></p><p>Name des Screenreaders in Windows 10: Sprachausgabe</p><p>Angezeigte Texte und Buttons auf dem Bildschirm kann man sich mit der Sprachausgabe von Windows 10 vorlesen lassen.</p><p>Mit der Tastenkombination Windows-Logo-Taste +STRG+N wird die Sprachausgabe gestartet und beendet.</p><p>Ein Online-Benutzerhandbuch wird sofort bei dem Starten der Sprachausgabe angeboten.</p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p>",,,"0","1","09 Screenreader",,,"1605082000000","FALSE",,,
"1605025162000","<p>Durch ein automatisches Spracherkennungsprogramm wird die gesprochene Sprache erkannt und als Text wiedergegeben.</p><p>Eine mündliche Aussage wird in einem maschinellen System als Text dargestellt.</p><p>Windows hat eine Spracherkennungssoftware integriert und kann in den Windows-Einstellungen unter <em>Zeit und Sprache</em> eingerichtet werden.</p>","1","Wie können Daten in den Computer eingegeben werden?",,"",,,"0","0","46 Spracherkennungssoftware",,,"1605025931000","FALSE",,,
"1605025325000","","1","Wodurch wird der Datenverkehr überwacht?",,"<p>Aufgabe einer Firewall ist es, den Rechner (oder das Netzwerk) vor unbefugten Zugriffen zu schützen.</p><p>Die Firewall (in der Systemsteuerung zu finden oder den Windows Defender aufrufen) sollte nicht durch den/die Benutzer*in deaktiviert werden.</p>",,,"0","1","47 Firewall",,,"1605025931000","FALSE",,,
"1605025877000",,"1","Wie soll der Bildschirm bzw. der Arbeitsplatz zum Fenster ausgerichtet sein?",,"",,,"0","1","48 Arbeitsplatz",,,"1605025931000","FALSE",,,
"1605025931000",,"1","In einem Cafe wird ein nicht passwortgeschützter Internetzugang zur Verfügung gestellt. Wie nennt man diesen Zugang?",,"",,,"0","1","49 Offenes WLan",,,"1605025931000","FALSE",,,
"1605044415000",,"1","Wurde hier nach der Größe aufsteigend oder absteigend sortiert?",,"",,"dateiliste.jpg","0","1","Ordneransicht Sortierung",,,"1605045361000","FALSE","536",,
"1605044438000","","1","Welche der Speichergrößenreihen wurden absteigend sortiert?",,"<p><strong>Auftseigende Sortierung</strong> der Speichergr&#246;&#223;en:</p><p>B, KB, MB, GB, TB</p><p>oder nicht abgek&#252;rzt: Byte, Kilobyte, Megabyte, Gigabyte, Terrabyte</p>",,,"0","1","Speichergrößenreihe",,,"1605045361000","FALSE",,,
"1605044457000",,"1","Wie können nicht nebeneinanderliegende Dateien markiert werden?",,"","cg_auswahl2 (copy 1).jpg",,"0","1","Markierung nicht nebeneinander",,,"1605045361000","FALSE",,"537",
"1605044471000",,"1","Wie können nebeneinanderliegende Dateien markiert werden?",,"",,"cg_auswahl.jpg","0","1","Markierung nebeneinander",,,"1605045361000","FALSE","538",,
"1605044541000",,"1","Bei Anmeldungen müssen manchmal Kennwörter eingegeben werden. Wie sollten diese sicherheitshalber aussehen?",,"",,,"0","1","Kennwörter, Passwörter",,,"1605045361000","FALSE",,,
"1605044548000","","1","Wie kann der Taskmanager aufgerufen werden?",,"<p>Im Taskmanager k&#246;nnen nicht reagierende Anwendungen beendet werden. In diesem Fall ist Firefox markiert und k&#246;nnte mit <strong>Task beenden</strong> geschlossen werden.</p>","Taskmanager.jpg",,"0","1","Taskmanager",,,"1605045361000","FALSE",,"539",
"1605044714000",,"1","Wo findet man schnell die zuletzt bearbeiteten Dateien?",,"",,"schnellzugriff (copy 1).jpg","0","1","Schnellzugriff",,,"1605045361000","FALSE","531",,
"1605044829000",,"1","Welchen Vorteil bringt ein Online-Datenspeicher?",,"",,,"0","0","Online-Datenspeicher",,,"1605045361000","FALSE",,,
"1605045027000",,"1","Was kann hier in der Taskleiste eingestellt werden? (Pfeil)",,"","cg-tastatursprache.jpg","tastatursprache1.jpg","0","1","Tastatursprache",,,"1605045361000","FALSE","476","532",
"1605045132000",,"1","Wie wird die Maßeinheit für die Geschwindigkeit eines Downloads angegeben?",,"",,,"0","1","Download",,,"1605045361000","FALSE",,,
"1605045146000",,"1","Welche Aktion wird hier durchgeführt?",,"",,"hardware_entfernen.jpg","0","1","Hardware",,,"1605045361000","FALSE","533",,
"1605045148000",,"1","Was trifft auf Open-Source-Software zu?",,"",,,"0","1","Open-Source-Software",,,"1605045361000","FALSE",,,
"1605045181000",,"1","Wo wird die Maßeinheit MBit/s verwendet?",,"",,,"0","1","Maßeinheit Bit",,,"1605045361000","FALSE",,,
"1605045253000",,"1","Welches Programm ist für die Funktion der Tastatur zuständig?",,"",,,"0","1","Zugriff",,,"1605045361000","FALSE",,,
"1605045316000",,"1","Was trifft auf Cloudspeicher zu?",,"",,,"0","1","Speicher in der Cloud",,,"1605045361000","FALSE",,,
"1605045323000",,"1","Welche Speichermedien haben üblicherweise mehr Speicherplatz als ein USB-Stick?",,"",,,"0","0","Speichermedium",,,"1605045361000","FALSE",,,
"1605045345000","<p>Bekannte Provider sind: A1 Telekom, Drei, Vodafone...</p>","1","Wie heißt ein Anbieter, der Usern die Anbindung an das Internet ermöglicht?",,"",,,"0","1","ISP",,,"1605045361000","FALSE",,,
"1605045354000",,"1","Wo können Druckaufträge abgebrochen bzw. gelöscht werden?",,"<p>Druckauftr&#228;ge werden in einer Warteschlange gereiht. In der Systemsteuerung kann unter <strong>Ger&#228;te und Drucker anzeigen</strong> mit einem Doppelklick auf das Druckersymbol ein Fenster mit den aktuellen Druckauftr&#228;gen ge&#246;ffnet werden.</p><p>Mit dem <strong>Men&#252; Drucker</strong>, <strong>Alle Druckauftr&#228;ge abbrechen</strong>, k&#246;nnen die Druckauftr&#228;ge gel&#246;scht werden.</p><p>Dies ist gerade dann sinnvoll, wenn beim Druck der falsche Drucker ausgew&#228;hlt wurde.</p>","Druckauftrag.jpg",,"0","1","Druckaufträge",,,"1605045361000","FALSE",,"534",
"1605045361000",,"1","Wie kann in einer Firma sinnvoll zusammengearbeitet werden?",,"",,,"0","0","Zusammenarbeit Firma",,,"1605045361000","FALSE",,,
"1605045679000","","1","Was bietet ein Server den Clients an?",,"<p>In einem Netzwerk nehmen <strong style=""color: rgb(0, 128, 0);"">Clients</strong><span style=""color: rgb(0, 128, 0);""> </span>(z.B . Arbeitsplatzrechner) die Dienste von <strong style=""color: rgb(0, 128, 0);"">Servern</strong><strong> </strong>in Anspruch</p><p>Ein Server stellt den Clients Ressourcen wie Programme,&nbsp;Speicherplatz, Druck, E-Mail etc. zur Verfügung.</p><p>&nbsp;</p>","cg_server_clients.jpg",,"0","1","20 Client - Server",,,"1610441073000","FALSE",,"546",
"1605045906000",,"1","Welche Tastenkombination wird für das Auswählen von untereinanderliegenden Dateien verwendet?",,"",,,"0","1","16 Auswählen von Dateien",,,"1610441073000","FALSE",,,
"1605045918000",,"1","Wie heißt ein Anbieter, der Usern die Anbindung an das Internet ermöglicht?",,"",,,"0","1","17 ISP",,,"1610441073000","FALSE",,,
"1605045924000",,"1","Wie kann man den Begriff Internet erklären?",,"",,,"0","1","18 Internet",,,"1610441073000","FALSE",,,
"1605079789000",,"97","Johanna möchte ihre unzähligen Fotos immer mit dabeihaben. Welche Möglichkeit ist ideal?",,"",,,"0","1","04 Online-Datenspeicher",,,"1605954168000","FALSE",,,
